iso3,iso2,admin1_id,admin2_id,iu_id,location,site_id,longitude,latitude,georeliability,location_type,survey_type,year,age_start,age_end,hk_examined,hk_positive,asc_examined,asc_positive,tt_examined,tt_positive,quality,sn,hk_prevalence,asc_prevalence,tt_prevalence,sth_prevalence
CIV,CI,1616.0,15371.0,15371.0,epp al fawzou al azim,,-5.9634736,6.1523348,3,school,sentinel site,2016.0,5.0,18.0,109,1,109,0,109,0,1,24295,0.009174311926605505,0.0,0.0,0.008655011251514626
CIV,CI,1616.0,15371.0,15371.0,epp alfauzou alazin,,-5.9634736,6.1523348,3,school,mapping,2012.0,8.0,15.0,30,0,30,0,30,0,1,24293,0.0,0.0,0.0,0.0
CIV,CI,1618.0,15378.0,15378.0,epp alladjekro,,-6.23392,7.42171,4,school,mapping,2014.0,7.0,14.0,32,9,32,0,32,0,1,24421,0.28125,0.0,0.0,0.26533018867924524
CIV,CI,1612.0,15351.0,15351.0,epp alliagui 2,,-2.8069800000000003,8.04405,3,school,mapping,2014.0,7.0,13.0,30,0,30,0,30,0,1,23965,0.0,0.0,0.0,0.0
CIV,CI,1623.0,15396.0,15396.0,epp allou namouenou,,-3.80441,7.52202,3,school,mapping,2014.0,8.0,13.0,30,3,30,0,30,0,1,24733,0.1,0.0,0.0,0.09433962264150943
CIV,CI,1624.0,15399.0,15399.0,epp aly chigata,,-5.37421,9.26459,3,school,mapping,2014.0,8.0,13.0,33,0,33,0,33,0,1,24783,0.0,0.0,0.0,0.0
CIV,CI,1612.0,15354.0,15354.0,epp amata,,-2.98785,7.84016,3,school,mapping,2014.0,8.0,12.0,31,2,31,0,31,0,1,24010,0.06451612903225806,0.0,0.0,0.06086427267194156
CIV,CI,1619.0,15380.0,15380.0,epp amian bouvard,,-3.18361,7.09533,3,school,mapping,2014.0,8.0,12.0,30,1,30,0,30,0,1,24458,0.03333333333333333,0.0,0.0,0.03144654088050314
CIV,CI,1619.0,15380.0,15380.0,epp amoriakro 2,,-3.53385,7.09968,3,school,mapping,2014.0,8.0,14.0,31,7,31,2,31,0,1,24459,0.22580645161290322,0.06451612903225806,0.0,0.2601456815816857
CIV,CI,1609.0,15340.0,15340.0,epp ancien koumassi,,-3.96615,5.27502,3,school,mapping,2014.0,7.0,14.0,30,0,30,4,30,4,1,23856,0.0,0.13333333333333333,0.13333333333333333,0.23480083857442344
CIV,CI,1608.0,15333.0,15333.0,epp andokoi 2b,,-4.07177,5.3661200000000004,3,school,mapping,2014.0,7.0,14.0,30,0,30,3,30,0,1,23748,0.0,0.1,0.0,0.09433962264150943
CIV,CI,1608.0,15333.0,15333.0,epp andokoi 2c,,-4.07212,5.36658,3,school,mapping,2014.0,8.0,14.0,30,1,30,6,30,0,1,23749,0.03333333333333333,0.2,0.0,0.21383647798742136
CIV,CI,1619.0,15381.0,15381.0,epp aneykro,,-3.31044,6.21546,3,school,mapping,2014.0,9.0,14.0,30,3,30,0,30,0,1,24469,0.1,0.0,0.0,0.09433962264150943
CIV,CI,1619.0,15379.0,15379.0,epp angouakro,,-3.3608700000000002,6.64323,3,school,mapping,2014.0,9.0,14.0,30,6,30,0,30,0,1,24439,0.2,0.0,0.0,0.18867924528301885
CIV,CI,1609.0,15340.0,15340.0,epp anoumabo bad,,-3.9776100000000003,5.30748,3,school,mapping,2014.0,7.0,12.0,30,0,30,1,30,1,1,23857,0.0,0.03333333333333333,0.03333333333333333,0.06184486373165619
CIV,CI,1609.0,15337.0,15337.0,epp anyama gare 1,,-4.04884,5.49158,3,school,mapping,2014.0,7.0,14.0,30,0,30,4,30,2,1,23813,0.0,0.13333333333333333,0.06666666666666667,0.180293501048218
CIV,CI,1609.0,15337.0,15337.0,epp anyama gare 4,,-4.04854,5.49139,3,school,mapping,2014.0,7.0,13.0,30,0,30,0,30,7,1,23814,0.0,0.0,0.23333333333333334,0.220125786163522
CIV,CI,1611.0,15347.0,15347.0,epp aougnanou,,-4.92718,7.19777,3,school,mapping,2014.0,8.0,14.0,30,14,30,1,30,2,1,23884,0.4666666666666667,0.03333333333333333,0.06666666666666667,0.48944793850454227
CIV,CI,1619.0,15381.0,15381.0,epp apprompron 2,,-3.31703,6.29363,3,school,mapping,2014.0,8.0,14.0,30,4,30,0,30,0,1,24470,0.13333333333333333,0.0,0.0,0.12578616352201255
CIV,CI,1623.0,15391.0,15391.0,epp asse kokokro,,-4.22442,6.49092,3,school,mapping,2014.0,7.0,14.0,32,20,32,0,32,0,1,24656,0.625,0.0,0.0,0.5896226415094339
CIV,CI,1623.0,15394.0,15394.0,epp assebrokro,,-4.85418,6.72501,3,school,mapping,2014.0,7.0,13.0,32,6,32,0,32,1,1,24700,0.1875,0.0,0.03125,0.2008402122641509
CIV,CI,1619.0,15379.0,15379.0,epp assekro,,-3.4126,6.6637,3,school,mapping,2014.0,7.0,13.0,30,10,30,0,30,0,1,24440,0.3333333333333333,0.0,0.0,0.3144654088050314
CIV,CI,1623.0,15396.0,15396.0,epp assoumou kouassikro,,-3.7877,7.58323,3,school,mapping,2014.0,8.0,12.0,31,16,31,0,31,0,1,24734,0.5161290322580645,0.0,0.0,0.4869141813755325
CIV,CI,1614.0,15365.0,15365.0,epp attiakro,,-5.25716,7.44654,3,school,mapping,2012.0,,,30,8,30,0,30,0,1,24145,0.26666666666666666,0.0,0.0,0.2515723270440251
CIV,CI,1614.0,15365.0,15365.0,epp attiakro,,-5.25716,7.44654,3,school,sentinel site,2013.0,5.0,13.0,125,39,125,0,125,2,1,24142,0.312,0.0,0.016,0.3047245283018868
CIV,CI,1614.0,15365.0,15365.0,epp attiakro,,-5.25716,7.44654,3,school,sentinel site,2016.0,6.0,15.0,120,4,120,0,120,8,1,24143,0.03333333333333333,0.0,0.06666666666666667,0.09224318658280922
CIV,CI,1614.0,15365.0,15365.0,epp attiakro,,-5.25716,7.44654,3,school,sentinel site,2017.0,5.0,15.0,120,4,120,0,120,0,1,24144,0.03333333333333333,0.0,0.0,0.03144654088050314
CIV,CI,1611.0,15347.0,15347.0,epp attien kouassikro,,-4.87074,7.10038,3,school,mapping,2014.0,9.0,14.0,32,4,32,0,32,1,1,23885,0.125,0.0,0.03125,0.1437205188679245
CIV,CI,1609.0,15340.0,15340.0,epp avenue 2,,-4.003339,5.31437,3,school,mapping,2014.0,7.0,13.0,30,0,30,0,30,0,1,23858,0.0,0.0,0.0,0.0
CIV,CI,1609.0,15340.0,15340.0,epp avenue de cote d'ivoire,,-3.98246,5.30199,3,school,mapping,2014.0,7.0,12.0,30,0,30,0,30,0,1,23859,0.0,0.0,0.0,0.0
CIV,CI,1613.0,15356.0,15356.0,epp aviation,,-8.02128,6.41193,3,school,mapping,2014.0,7.0,11.0,30,0,30,0,30,0,1,24024,0.0,0.0,0.0,0.0
CIV,CI,1623.0,15395.0,15395.0,epp bad,,-4.34312,7.45684,3,school,mapping,2014.0,7.0,12.0,32,0,32,0,32,0,1,24720,0.0,0.0,0.0,0.0
CIV,CI,1609.0,15339.0,15339.0,epp bad 11 a,,-3.95114,5.31313,3,school,mapping,2014.0,7.0,13.0,32,0,32,0,32,0,1,23842,0.0,0.0,0.0,0.0
CIV,CI,1608.0,15334.0,15334.0,epp bad ananeraie 1,,-4.0991,5.33645,3,school,mapping,2014.0,7.0,13.0,30,0,30,1,30,0,1,23764,0.0,0.03333333333333333,0.0,0.03144654088050314
CIV,CI,1619.0,15381.0,15381.0,epp bad bettie,,-3.40365,6.07954,3,school,mapping,2014.0,7.0,13.0,30,1,30,0,30,0,1,24471,0.03333333333333333,0.0,0.0,0.03144654088050314
CIV,CI,1609.0,15339.0,15339.0,epp bad dwh 2,,-3.9439200000000003,5.24922,3,school,mapping,2014.0,7.0,13.0,30,0,30,1,30,13,1,23844,0.0,0.03333333333333333,0.43333333333333335,0.42662473794549266
CIV,CI,1612.0,15351.0,15351.0,epp bad kamagaya,,-2.79337,8.02654,3,school,mapping,2014.0,8.0,13.0,30,0,30,0,30,0,1,23966,0.0,0.0,0.0,0.0
CIV,CI,1619.0,15379.0,15379.0,epp bad lobikro,,-3.50774,6.74487,3,school,mapping,2014.0,7.0,13.0,31,1,31,0,31,0,1,24441,0.03225806451612903,0.0,0.0,0.03043213633597078
CIV,CI,1610.0,15345.0,15345.0,epp badasso 3,,-4.52568,5.68248,4,school,mapping,2014.0,7.0,14.0,30,6,30,0,30,0,1,23869,0.2,0.0,0.0,0.18867924528301885
CIV,CI,1627.0,15410.0,15410.0,epp bafritou,,-6.5984,8.79388,3,school,mapping,2014.0,8.0,13.0,35,8,35,0,35,0,1,24908,0.22857142857142856,0.0,0.0,0.21563342318059298
