"iso3","iso2","admin1_id","admin2_id","iu_id","location","site_id","longitude","latitude","georeliability","location_type","survey_type","year","age_start","age_end","hk_examined","hk_positive","asc_examined","asc_positive","tt_examined","tt_positive","quality","sn","hk_prevalence","asc_prevalence","tt_prevalence","sth_prevalence","shortest","id","src","dst","identifier"
"ETH","ET",1948.0,"",3151.0,"school in dabat","",39.5833,5.31667,4,"","",2005.0,7.0,17.0,43.0,0,43.0,1,43.0,0,2,31347,0.0,0.0232558139534883,0.0,0.0219394471259324,0.0,278,278,288,230
"ETH","ET",1948.0,"",3689.0,"school in dangila","",39.1833,6.9833300000000005,4,"","",2005.0,7.0,17.0,50.0,6,50.0,6,50.0,0,2,31449,0.12,0.12,0.0,0.2128301886792452,566.7429847237388,279,279,279,231
"ETH","ET",1945.0,3141.0,18707.0,"school in darro lebu","",41.850142,9.6008747,1,"","",2005.0,7.0,17.0,68.0,0,68.0,1,68.0,1,2,31377,0.0,0.0147058823529411,0.0147058823529411,0.0275429261604752,0.0,280,280,275,228
"ETH","ET",1948.0,"",3144.0,"school in debrebrihan","",39.2667,8.55,4,"","",2005.0,7.0,17.0,49.0,0,49.0,0,49.0,0,2,31375,0.0,0.0,0.0,0.0,0.0,281,281,225,189
"ETH","ET",1948.0,3144.0,18746.0,"school in debrebrihan",52143.0,39.5213618,9.6568423,2,"","",2005.0,"","",49.0,0,49.0,0,49.0,0,2,5099,0.0,0.0,0.0,0.0,3273.03838832123,282,282,282,232
"ETH","ET",1946.0,"",3127.0,"school in debretabor","",34.5833,8.25,4,"","",2005.0,7.0,17.0,66.0,9,66.0,24,66.0,18,2,31438,0.1363636363636363,0.3636363636363636,0.2727272727272727,0.5663212508682647,0.0,283,283,333,233
"ETH","ET",1943.0,"",26086.0,"school in dembacha","",39.9333,10.35,4,"","",2005.0,7.0,17.0,50.0,0,50.0,17,50.0,1,2,31439,0.0,0.34,0.02,0.3332075471698113,42177.32316053013,284,284,284,234
"ETH","ET",1947.0,"",3154.0,"school in dessie","",42.116699,9.31667,4,"","",2005.0,7.0,17.0,48.0,0,48.0,2,48.0,0,2,31441,0.0,0.0416666666666666,0.0,0.0393081761006289,0.0,285,285,229,191
"ETH","ET",1950.0,"",3184.0,"school in dibati","",38.4167,6.75,4,"","",2005.0,7.0,17.0,49.0,0,49.0,25,49.0,0,2,31351,0.0,0.5102040816326531,0.0,0.4813246053138236,0.0,286,286,256,213
"ETH","ET",1951.0,"",3145.0,"school in dinsho","",39.4608,14.2769,4,"","",2005.0,7.0,17.0,50.0,1,50.0,12,50.0,3,2,31370,0.02,0.24,0.06,0.2829132075471697,0.0,287,287,259,216
"ETH","ET",1948.0,"",3151.0,"school in dire dawa","",39.5833,5.31667,4,"","",2005.0,7.0,17.0,100.0,16,100.0,41,100.0,22,2,31416,0.16,0.41,0.22,0.5787094339622642,0.0,288,288,278,230
"ETH","ET",1950.0,"",3148.0,"school in dire dawa","",37.099998,6.06,4,"","",2005.0,7.0,17.0,50.0,4,50.0,39,50.0,3,2,31446,0.08,0.78,0.06,0.7639094339622641,25995.39593464146,289,289,289,235
"ETH","ET",1950.0,"",3149.0,"school in dire dawa","",38.2667,6.31667,4,"","",2005.0,7.0,17.0,50.0,3,50.0,29,50.0,9,2,31485,0.06,0.58,0.18,0.6379849056603774,0.0,290,290,358,236
"ETH","ET",1950.0,"",3153.0,"school in dire dawa","",37.8833,7.58333,4,"","",2005.0,7.0,17.0,50.0,4,50.0,10,50.0,1,2,31357,0.08,0.2,0.02,0.262943396226415,0.0,291,291,273,227
