iso3,iso2,admin1_id,admin2_id,iu_id,location,site_id,longitude,latitude,georeliability,location_type,survey_type,year,age_start,age_end,hk_examined,hk_positive,hk_perc_highinfection,hk_perc_moderateinfection,asc_examined,asc_positive,asc_perc_highinfection,asc_perc_moderateinfection,tt_examined,tt_positive,tt_perc_highinfection,tt_perc_moderateinfection,sth_examined,sth_positive,quality,sn
GAB,GA,2054.0,20346.0,20346.0,ecole catholique st joseph,12119.0,10.22043,-0.70168,3,,,2014.0,,,50.0,1.0,,,50.0,1,,,50.0,7.0,,,,,1,5445
GAB,GA,2059.0,20372.0,20372.0,ecole charles ping,11947.0,9.2613,-1.57062,3,,,2015.0,,,50.0,4.0,,,50.0,7,,,50.0,7.0,,,,,1,5558
GAB,GA,2059.0,20372.0,20372.0,ecole charles ping,11946.0,9.2613,-1.57062,3,,,2014.0,,,50.0,4.0,,,50.0,7,,,50.0,7.0,,,50.0,14.0,1,5559
GAB,GA,2055.0,20351.0,20351.0,ecole communale  a,12090.0,10.38761,-1.70394,3,,,2015.0,,,62.0,1.0,,,62.0,6,,,62.0,8.0,,,62.0,10.0,1,5473
GAB,GA,2055.0,20352.0,20352.0,ecole communale  b,11911.0,11.91761,-1.9105,3,,,2015.0,,,89.0,5.0,,,38.0,23,,,89.0,23.0,,,89.0,29.0,1,5477
GAB,GA,2056.0,20359.0,20359.0,ecole communale a,11936.0,10.92565842,-2.632749474,3,,,2015.0,,,69.0,0.0,,,69.0,21,,,69.0,31.0,,,69.0,37.0,1,5507
GAB,GA,2056.0,20362.0,20362.0,ecole communale a,12070.0,10.92565842,-2.632749474,3,,,2015.0,,,49.0,0.0,,,49.0,6,,,49.0,7.0,,,49.0,12.0,1,5512
GAB,GA,2056.0,20359.0,20359.0,ecole communale b,11937.0,10.95137875,-2.6292,3,,,2015.0,,,49.0,0.0,,,49.0,26,,,49.0,28.0,,,49.0,34.0,1,5506
GAB,GA,2055.0,20352.0,20352.0,ecole communale b,11915.0,10.95137875,-2.6292,4,,,2015.0,,,89.0,5.0,,,89.0,23,,,89.0,23.0,,,,,1,5479
GAB,GA,2056.0,20362.0,20362.0,ecole communale b,12071.0,10.95137875,-2.6292,3,,,2015.0,,,49.0,0.0,,,49.0,4,,,48.0,5.0,,,49.0,8.0,1,5511
GAB,GA,2056.0,20362.0,20362.0,ecole communale c,12072.0,11.00353,-2.91636,3,,,2015.0,,,42.0,0.0,,,42.0,7,,,42.0,3.0,,,42.0,8.0,1,5515
GAB,GA,2056.0,20362.0,20362.0,ecole communale d,12073.0,10.99288,-2.9205,3,,,2015.0,,,49.0,0.0,,,49.0,7,,,49.0,8.0,,,49.0,14.0,1,5514
GAB,GA,2056.0,20359.0,20359.0,ecole communale de l'alliance chretienne,11938.0,10.92673,-2.44534,3,,,2015.0,,,50.0,0.0,,,50.0,18,,,50.0,11.0,,,50.0,18.0,1,5508
GAB,GA,2056.0,20362.0,20362.0,ecole communale e,12074.0,10.98487,-2.91302,3,,,2015.0,,,47.0,0.0,,,47.0,5,,,47.0,11.0,,,47.0,13.0,1,5513
GAB,GA,2057.0,20366.0,20366.0,ecole communale privace protestante de kombani,12085.0,,,99,,,2015.0,,,76.0,0.0,,,76.0,48,,,76.0,58.0,,,76.0,62.0,1,19178
GAB,GA,2055.0,20354.0,20354.0,ecole de l'alliance chractienne de nombakele,11941.0,,,99,,,2015.0,,,48.0,13.0,,,48.0,18,,,48.0,22.0,,,48.0,32.0,1,19165
GAB,GA,2055.0,20349.0,20349.0,ecole de l'alliance chretienne,12040.0,11.5987,-2.35051,3,,,2015.0,,,48.0,14.0,,,48.0,34,,,48.0,39.0,,,48.0,43.0,1,5464
GAB,GA,2055.0,20352.0,20352.0,ecole de moukama,11912.0,12.02605,-2.0101,3,,,2015.0,,,42.0,6.0,,,42.0,31,,,42.0,38.0,,,42.0,39.0,1,5478
GAB,GA,2055.0,20352.0,20352.0,ecole de moukama,11916.0,12.02605,-2.0101,3,,,2015.0,,,44.0,6.0,,,44.0,31,,,44.0,38.0,,,,,1,5476
GAB,GA,2052.0,20333.0,20333.0,ecole meyang,11965.0,9.81959,0.38293,4,,,2014.0,,,42.0,3.0,,,42.0,4,,,42.0,18.0,,,42.0,21.0,1,5361
GAB,GA,2057.0,20364.0,20364.0,ecole mohoba mozeve,11959.0,13.22416,0.31776,3,,,2015.0,,,51.0,0.0,,,51.0,40,,,51.0,31.0,,,51.0,45.0,1,5525
GAB,GA,2058.0,20369.0,20369.0,ecole priv. cath mikouyi,12080.0,12.66614,-0.88402,3,,,2015.0,,,42.0,0.0,,,42.0,3,,,42.0,6.0,,,42.0,8.0,1,5546
GAB,GA,2058.0,20368.0,20368.0,ecole privace cath mayang,12015.0,,,99,,,2015.0,,,62.0,1.0,,,62.0,7,,,62.0,6.0,,,62.0,12.0,1,19179
GAB,GA,2057.0,20365.0,20365.0,ecole privace catholique d'imbong,12174.0,,,99,,,2015.0,,,7.0,0.0,,,7.0,5,,,7.0,3.0,,,,,1,19171
GAB,GA,2057.0,20365.0,20365.0,ecole privace catholique notre dame du rosaire,12181.0,,,99,,,2015.0,,,63.0,0.0,,,63.0,33,,,63.0,22.0,,,63.0,44.0,1,19170
GAB,GA,2057.0,20365.0,20365.0,ecole privace protestante communale de mackambo,12176.0,,,99,,,2015.0,,,66.0,0.0,,,66.0,41,,,66.0,17.0,,,,,1,19169
GAB,GA,2057.0,20366.0,20366.0,ecole privace protestante d'ovan,12086.0,,,99,,,2015.0,,,47.0,3.0,,,47.0,18,,,47.0,8.0,,,47.0,20.0,1,19177
GAB,GA,2056.0,20359.0,20359.0,ecole privee catholique saint kisito,11939.0,10.91346,-2.446,3,,,2015.0,,,48.0,0.0,,,48.0,18,,,48.0,15.0,,,48.0,24.0,1,5505
