iso3,iso2,admin1_id,admin2_id,iu_id,location,site_id,longitude,latitude,georeliability,location_type,survey_type,year,age_start,age_end,hk_examined,hk_positive,hk_perc_highinfection,hk_perc_moderateinfection,asc_examined,asc_positive,asc_perc_highinfection,asc_perc_moderateinfection,tt_examined,tt_positive,tt_perc_highinfection,tt_perc_moderateinfection,quality,sn,hk_prevalence,asc_prevalence,tt_prevalence,sth_prevalence,shortest,id,src,dst
MLI,ML,3112.0,29978.0,29978.0,golea,55293.0,0.46000001,15.6056,3,,,2004.0,,,71,0,,,71,0,,,71,0,,,2,9147,0.0,0.0,0.0,0.0,28681.583410997824,83,83,83
MLI,ML,3119.0,30032.0,30032.0,gossi,55366.0,-1.3011431,15.822218,1,,,2004.0,,,68,0,,,68,0,,,68,0,,,2,9338,0.0,0.0,0.0,0.0,71433.94449897416,84,84,84
MLI,ML,3113.0,29984.0,29984.0,gouele,55392.0,-11.8529854,14.3939982,1,,,2004.0,,,70,0,,,70,0,,,70,0,,,2,9181,0.0,0.0,0.0,0.0,21616.484201626015,85,85,85
MLI,ML,3119.0,30032.0,30032.0,gourma rharous,55367.0,-1.9209164,16.8782186,1,,,2004.0,,,68,0,,,68,0,,,68,0,,,2,9339,0.0,0.0,0.0,0.0,60436.51540634308,86,86,86
MLI,ML,3113.0,29985.0,29985.0,guenegore,55399.0,-11.0188593,12.7283228,1,,,2004.0,,,60,0,,,60,0,,,60,0,,,2,9191,0.0,0.0,0.0,0.0,27544.82960976253,87,87,87
MLI,ML,3113.0,29986.0,29986.0,guetala,55410.0,-9.5517783,13.9925225,1,,,2004.0,,,70,0,,,70,0,,,70,0,,,2,9206,0.0,0.0,0.0,0.0,34917.76167882682,88,88,88
MLI,ML,3116.0,30004.0,30004.0,guinedia,55308.0,-3.1513,14.654,3,,,2004.0,,,71,0,,,71,0,,,71,0,,,2,9266,0.0,0.0,0.0,0.0,24169.355516443888,89,89,89
MLI,ML,3116.0,30008.0,30008.0,guiri,55427.0,-2.1888355,14.3230877,1,,,2004.0,,,70,0,,,70,0,,,70,0,,,2,9285,0.0,0.0,0.0,0.0,65741.57338483265,90,90,90
MLI,ML,3112.0,29980.0,29980.0,hamakouladji,55362.0,-0.1145,16.6143,3,,,2004.0,,,70,0,,,70,0,,,70,0,,,2,9159,0.0,0.0,0.0,0.0,30802.902701776286,91,91,91
MLI,ML,3111.0,29975.0,29975.0,hamdallaye,55329.0,-8.0315179,12.6454919,1,,,2004.0,,,74,2,,,74,0,,,74,1,,,2,9134,0.027027027027027,0.0,0.0135135135135135,0.0379012362694157,1830.7093871735437,92,92,92
MLI,ML,3119.0,30032.0,30032.0,hamzakoma,55368.0,-2.4438,16.7225,3,,,2004.0,,,68,0,,,68,0,,,68,0,,,2,9340,0.0,0.0,0.0,0.0,60958.57730866405,93,93,93
MLI,ML,3119.0,30031.0,30031.0,hangabera,55365.0,-3.7291999,16.593201,3,,,2004.0,,,69,0,,,69,0,,,69,0,,,2,9336,0.0,0.0,0.0,0.0,44232.344246242756,94,94,94
MLI,ML,3116.0,30004.0,30004.0,iriguili,55309.0,-3.6127999,14.6517,3,,,2004.0,,,69,0,,,69,0,,,69,1,,,2,9267,0.0,0.0,0.0144927536231884,0.0136724090784796,29540.110794300843,95,95,95
