iso3,iso2,admin1_id,admin2_id,iu_id,location,site_id,longitude,latitude,georeliability,location_type,survey_type,year,age_start,age_end,hk_examined,hk_positive,hk_perc_highinfection,hk_perc_moderateinfection,asc_examined,asc_positive,asc_perc_highinfection,asc_perc_moderateinfection,tt_examined,tt_positive,tt_perc_highinfection,tt_perc_moderateinfection,quality,sn,hk_prevalence,asc_prevalence,tt_prevalence,sth_prevalence,shortest,id,src,dst
TZA,TZ,4797.0,46526.0,46526.0,bukabwa,,33.95291,-1.561722,3,ward,mapping,2018.0,,,29,2,0.0,,29,0,0.0,,29,0,0.0,,1,22923,0.0689655172413793,0.0,0.0,0.0650618087182823,0.0,51,51,52
TZA,TZ,4797.0,46526.0,46526.0,bukabwa,,33.95291,-1.561722,3,ward,mapping,2018.0,,,30,0,0.0,,30,0,0.0,,30,0,0.0,,1,22924,0.0,0.0,0.0,0.0,0.0,52,52,51
TZA,TZ,4797.0,46529.0,46529.0,bukama,,34.0829233,-1.2452967,3,school,mapping,2017.0,12.0,14.0,30,0,0.0,0.0,30,1,0.0,0.0,30,0,0.0,0.0,1,37023,0.0,0.0333333333333333,0.0,0.0314465408805031,0.36886990298442324,53,53,357
TZA,TZ,4797.0,46528.0,46528.0,bukanga jwtz,,33.76415,-1.4956383,3,school,mapping,2017.0,10.0,14.0,30,0,0.0,0.0,30,0,0.0,0.0,30,0,0.0,0.0,1,36993,0.0,0.0,0.0,0.0,0.033407229668227956,54,54,520
TZA,TZ,4797.0,46527.0,46527.0,bukima,,33.40542,-1.809357,3,ward,mapping,2018.0,,,30,0,0.0,,30,2,0.0,,30,0,0.0,,1,22959,0.0,0.0666666666666666,0.0,0.0628930817610062,0.0,55,55,56
TZA,TZ,4797.0,46527.0,46527.0,bukima,,33.40542,-1.809357,3,ward,mapping,2018.0,,,30,0,0.0,,30,0,0.0,,30,0,0.0,,1,22958,0.0,0.0,0.0,0.0,0.0,56,56,55
TZA,TZ,4789.0,46477.0,46477.0,bukiriguru,59562.0,31.7372,-2.9863801,3,,,2004.0,,,60,44,,,60,0,,,60,0,,,2,15638,0.7333333333333333,0.0,0.0,0.691823899371069,5776.979397075965,57,57,57
TZA,TZ,4797.0,46529.0,46529.0,bukiro,,34.1451467,-1.1699217,3,school,mapping,2017.0,10.0,15.0,30,0,0.0,0.0,30,1,0.0,0.0,30,0,0.0,0.0,1,37024,0.0,0.0333333333333333,0.0,0.0314465408805031,4131.506500113228,58,58,58
TZA,TZ,4806.0,46589.0,46589.0,bukomela,59601.0,32.580002,-3.8399999,3,,,0.0,,,47,19,,,47,0,,,47,0,,,3,15883,0.4042553191489361,0.0,0.0,0.3813729425933359,0.0,59,59,60
TZA,TZ,4806.0,46589.0,46589.0,bukomela,59602.0,32.580002,-3.8399999,3,,,0.0,,,170,29,,,170,0,,,170,0,,,3,15885,0.1705882352941176,0.0,0.0,0.1609322974472808,0.0,60,60,59
