"iso3","iso2","admin1_id","admin2_id","iu_id","site_id","longitude","latitude","georeliability","location_type","survey_type","year","age_start","age_end","hk_examined","hk_positive","asc_examined","asc_positive","tt_examined","tt_positive","quality","sn","hk_prevalence","asc_prevalence","tt_prevalence","sth_prevalence","shortest","id","src","dst"
"GMB","GM",4915,47650,47650,16813.0,-14.3108301,13.2408899,1,"","",2015.0,"","",0,0,0,0,0,0,1,5992,"","","","",0.0,109,109,110
"GMB","GM",4915,47650,47650,16814.0,-14.3108301,13.2408899,1,"","",2015.0,"","",49,0,49,0,49,0,1,5988,0.0,0.0,0.0,0.0,0.0,110,110,109
"GMB","GM",4915,47648,47648,52551.0,-14.311352,13.237221,3,"","",2005.0,"","",31,0,31,0,31,0,2,5980,0.0,0.0,0.0,0.0,423.5742766448705,111,111,111
"GMB","GM",4916,47664,47664,16933.0,-16.7680653,13.3851857,1,"","",2015.0,"","",0,0,0,0,0,0,1,6135,"","","","",0.0,112,112,42
"GMB","GM",4912,47633,47633,16837.0,-16.67444,13.4540922,1,"","",2015.0,"","",50,0,50,0,50,0,1,5826,0.0,0.0,0.0,0.0,0.0,113,113,249
"GMB","GM",4912,47633,47633,16838.0,-16.67189667,13.46096833,3,"","",2015.0,"","",50,1,50,0,50,0,1,5821,0.02,0.0,0.0,0.0188679245283018,262.7889276039441,114,114,114
"GMB","GM",4912,47633,47633,16839.0,-16.67557167,13.45669833,3,"","",2015.0,"","",50,0,50,1,50,0,1,5827,0.0,0.02,0.0,0.0188679245283018,92.7366418062537,115,115,115
"GMB","GM",4916,47664,47664,16949.0,-16.76776167,13.38631833,3,"","",2015.0,"","",50,0,50,5,50,0,1,6129,0.0,0.1,0.0,0.0943396226415094,133.93959466151577,116,116,116
"GMB","GM",4916,47664,47664,16950.0,-16.76958667,13.38389,3,"","",2015.0,"","",50,0,50,2,50,1,1,6153,0.0,0.04,0.02,0.0558490566037735,225.08735239006947,117,117,117
"GMB","GM",4916,47664,47664,16934.0,-16.70639833,13.35980833,3,"","",2015.0,"","",0,0,0,0,0,0,1,6142,"","","","",0.0,118,118,119
"GMB","GM",4916,47664,47664,16951.0,-16.70639833,13.35980833,3,"","",2015.0,"","",50,0,50,0,50,0,1,6136,0.0,0.0,0.0,0.0,0.0,119,119,118
"GMB","GM",4911,47623,47623,16765.0,-15.207362,13.730301,1,"","",2015.0,"","",0,0,0,0,0,0,1,5735,"","","","",8727.78324379458,120,120,120
"GMB","GM",4911,47623,47623,16766.0,-14.73116,13.37859333,3,"","",2015.0,"","",48,2,48,2,48,0,1,5743,0.0416666666666666,0.0416666666666666,0.0,0.0769785115303983,8791.643864092439,121,121,121
"GMB","GM",4914,47646,47646,17057.0,-15.74612,13.5762536,1,"","",2015.0,"","",0,0,0,0,0,0,1,5956,"","","","",221.3851685962752,122,122,122
"GMB","GM",4914,47646,47646,17058.0,-15.74570333,13.57436333,3,"","",2015.0,"","",50,0,50,0,50,0,1,5968,0.0,0.0,0.0,0.0,221.3851685962752,123,123,123
"GMB","GM",4916,47657,47657,52556.0,-16.292433,13.269622,3,"","",2010.0,"","",50,7,50,0,50,0,1,6069,0.14,0.0,0.0,0.1320754716981132,3620.9762091246694,124,124,124
"GMB","GM",4911,47628,47628,17000.0,-15.18384833,13.58508,3,"","",2015.0,"","",45,0,45,0,45,0,1,5765,0.0,0.0,0.0,0.0,0.0,125,125,126
"GMB","GM",4911,47628,47628,17001.0,-15.18384833,13.58508,3,"","",2015.0,"","",0,0,0,0,0,0,1,5768,"","","","",0.0,126,126,125
"GMB","GM",4911,47631,47631,17032.0,-14.7695962,13.5336211,1,"","",2015.0,"","",50,0,50,0,50,0,1,5796,0.0,0.0,0.0,0.0,5431.901605729441,127,127,127
"GMB","GM",4916,47657,47657,16729.0,-16.2312539,13.1715653,1,"","",2015.0,"","",50,0,50,0,50,0,1,6068,0.0,0.0,0.0,0.0,3989.792987792862,128,128,128
"GMB","GM",4916,47657,47657,16734.0,-16.2410426,13.206978,3,"","",2015.0,"","",0,0,0,0,0,0,1,6067,"","","","",1096.6677977227578,129,129,129
"GMB","GM",4913,47634,47634,16781.0,-15.41695333,13.42582833,3,"","",2015.0,"","",0,0,0,0,0,0,1,5862,"","","","",0.0,130,130,131
"GMB","GM",4913,47634,47634,16782.0,-15.41695333,13.42582833,3,"","",2015.0,"","",50,0,50,5,50,0,1,5860,0.0,0.1,0.0,0.0943396226415094,0.0,131,131,130
"GMB","GM",4915,47654,47654,17094.0,-14.19176667,13.47772667,3,"","",2015.0,"","",0,0,0,0,0,0,1,6026,"","","","",0.0,132,132,133
"GMB","GM",4915,47654,47654,17095.0,-14.19176667,13.47772667,3,"","",2015.0,"","",49,0,49,0,49,0,1,6024,0.0,0.0,0.0,0.0,0.0,133,133,132
"GMB","GM",4911,47627,47627,16990.0,-15.19298667,13.62116833,3,"","",2015.0,"","",50,0,50,0,50,0,1,5758,0.0,0.0,0.0,0.0,164.31561311426796,134,134,134
"GMB","GM",4911,47627,47627,16991.0,-15.1916922,13.6218577,1,"","",2015.0,"","",0,0,0,0,0,0,1,5757,"","","","",0.0,135,135,136
"GMB","GM",4911,47627,47627,16992.0,-15.1916922,13.6218577,1,"","",2015.0,"","",0,0,0,0,0,0,1,5755,"","","","",0.0,136,136,135
"GMB","GM",4911,47627,47627,16993.0,-15.1916922,13.6218577,1,"","",2015.0,"","",53,2,53,2,53,0,1,5762,0.0377358490566037,0.0377358490566037,0.0,0.0698563243482875,0.0,137,137,135
"GMB","GM",4911,47631,47631,17033.0,-14.7827242,13.5793082,1,"","",2015.0,"","",0,0,0,0,0,0,1,5802,"","","","",0.0,138,138,139
"GMB","GM",4911,47631,47631,17034.0,-14.7827242,13.5793082,1,"","",2015.0,"","",50,0,50,0,50,0,1,5801,0.0,0.0,0.0,0.0,0.0,139,139,138
"GMB","GM",4913,47639,47639,16887.0,-15.8268282,13.2739715,1,"","",2015.0,"","",50,0,50,9,50,0,1,5891,0.0,0.18,0.0,0.1698113207547169,0.0,140,140,141
"GMB","GM",4913,47639,47639,16888.0,-15.8268282,13.2739715,1,"","",2015.0,"","",0,0,0,0,0,0,1,5894,"","","","",0.0,141,141,140
"GMB","GM",4911,47628,47628,17002.0,-15.2553203,13.610159,1,"","",2015.0,"","",0,0,0,0,0,0,1,5767,"","","","",0.0,142,142,143
"GMB","GM",4911,47628,47628,17003.0,-15.2553203,13.610159,1,"","",2015.0,"","",50,0,50,0,50,0,1,5771,0.0,0.0,0.0,0.0,0.0,143,143,142
"GMB","GM",4916,47663,47663,16918.0,-16.5731392,13.1872459,1,"","",2015.0,"","",0,0,0,0,0,0,1,6126,"","","","",0.0,144,144,145
"GMB","GM",4916,47663,47663,16919.0,-16.5731392,13.1872459,1,"","",2015.0,"","",49,0,49,0,49,0,1,6119,0.0,0.0,0.0,0.0,0.0,145,145,144
"GMB","GM",4911,47624,47624,16986.0,-15.383333,13.75,1,"","",2015.0,"","",0,0,0,0,0,0,1,5750,"","","","",0.0,146,146,147
